antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.023431856016584478,0.023337626032603573,0.016741527153940384,0.7144772117962467,30.614819639242405,1.0,0.016194683260975524,3.4206109435665626,0.9905464217699506,0.5575313807531381,0.7076545633227345,0.7159196287783387
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.023337626032603573,0.023431856016584478,0.016741527153940384,0.7173620457604307,30.614819639242402,1.0,0.016194683260975524,3.4551910999032276,0.9904508522303187,0.5575313807531381,0.7105804075415662,0.7159196287783387
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",0.029305525018060746,0.01875176681219964,0.016741527153940384,0.5712754555198285,30.465153563458596,1.0,0.016191996782492626,2.2887615039105444,0.9963749023180906,0.5346038114343028,0.5630824800699353,0.7320363877264134
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.01875176681219964,0.029305525018060746,0.016741527153940384,0.8927973199329984,30.465153563458596,1.0,0.016191996782492626,9.054759399440908,0.985658450103658,0.5346038114343028,0.8895608424380944,0.7320363877264134
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.013380657725288186,0.029305525018060746,0.011872977981593744,0.8873239436619719,30.278384131153484,1.0,0.011480850781867204,8.614913465464713,0.9800873518679384,0.3853211009174312,0.8839222234780675,0.646234319097867
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.029305525018060746,0.013380657725288186,0.011872977981593744,0.40514469453376206,30.278384131153484,1.0,0.011480850781867204,1.6585871105266776,0.9961663153482982,0.3853211009174312,0.39707719078893966,0.646234319097867
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",0.019631246662688066,0.018217796902974526,0.010490938216540503,0.5344,29.333953103448277,1.0,0.010133300151887455,2.1086387523561543,0.9852515269345969,0.38346727898966704,0.5257603992705634,0.5551310344827586
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.018217796902974526,0.019631246662688066,0.010490938216540503,0.5758620689655172,29.333953103448273,1.0,0.010133300151887455,2.3114385241286213,0.9838330824673717,0.38346727898966704,0.5673689827519919,0.5551310344827586
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.029305525018060746,0.023431856016584478,0.019631246662688066,0.6698821007502679,28.588520699177316,1.0,0.01894456381997445,2.9582405140796313,0.9941551643800154,0.5929791271347249,0.6619612248427609,0.7538418546646781
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.023431856016584478,0.029305525018060746,0.019631246662688066,0.8378016085790884,28.588520699177316,1.0,0.01894456381997445,5.984612217657242,0.9881757164452734,0.5929791271347249,0.832904795894785,0.7538418546646781
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",0.023431856016584478,0.018217796902974526,0.011558878034990734,0.4932975871313673,27.07778496810576,1.0,0.011132001241020857,1.937591332038045,0.9861773223902346,0.3841336116910229,0.4838952964616355,0.5638901728760285
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.018217796902974526,0.023431856016584478,0.011558878034990734,0.6344827586206897,27.07778496810576,1.0,0.011132001241020857,2.6717430354263256,0.9809399216314677,0.3841336116910229,0.6257125079993213,0.5638901728760285
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",0.03316895436127776,0.011872977981593744,0.010490938216540503,0.3162878787878788,26.639304753888087,1.0,0.010097123951736564,1.4452384144756745,0.9954805310920669,0.3036363636363636,0.30807264048347677,0.5999428811928811
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.011872977981593744,0.03316895436127776,0.010490938216540503,0.8835978835978835,26.639304753888084,1.0,0.010097123951736564,8.305957619350833,0.9740260729058428,0.3036363636363636,0.8796044904358473,0.5999428811928811
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.022866476112699062,0.02911706505009894,0.017401137041806704,0.7609890109890111,26.135498535983977,1.0,0.016735332369366713,4.062084923238668,0.9842440572005294,0.5031789282470482,0.753821001062994,0.6793078819777849
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.02911706505009894,0.022866476112699062,0.017401137041806704,0.5976267529665589,26.135498535983974,1.0,0.016735332369366713,2.4284256746475283,0.9905806656567864,0.5031789282470482,0.5882105800313843,0.6793078819777849
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.013380657725288186,0.03316895436127776,0.011558878034990734,0.863849765258216,26.043925167164605,1.0,0.011115055609576771,7.101207335208548,0.9746447173726179,0.33034111310592457,0.8591788758170892,0.6061673068715323
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",0.03316895436127776,0.013380657725288186,0.011558878034990734,0.3484848484848485,26.043925167164605,1.0,0.011115055609576771,1.5143459672123485,0.9945929377665217,0.33034111310592457,0.3396489166601548,0.6061673068715323
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.019631246662688066,0.03316895436127776,0.016741527153940384,0.8528000000000001,25.710789393939397,1.0,0.0160903792293307,6.568145690480455,0.980351341753148,0.4642857142857143,0.8477500276144376,0.6787674242424243
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.03316895436127776,0.019631246662688066,0.016741527153940384,0.5047348484848485,25.710789393939397,1.0,0.0160903792293307,1.979482607120844,0.9940783625872861,0.4642857142857143,0.49481748594169306,0.6787674242424243
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",0.029305525018060746,0.018217796902974526,0.013663347677230896,0.46623794212218655,25.59244372990354,1.0,0.013129465574316827,1.839363043151656,0.989936577789283,0.40352504638218933,0.4563335369147408,0.6081189710610932
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.018217796902974526,0.029305525018060746,0.013663347677230896,0.75,25.592443729903536,1.0,0.013129465574316827,3.882777899927757,0.9787567584860992,0.40352504638218933,0.7424524333419622,0.6081189710610932
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.03316895436127776,0.01627037723403587,0.013663347677230896,0.41193181818181823,25.31790211477712,1.0,0.013123676277314388,1.6728155904039583,0.9934540900174649,0.3819139596136963,0.4022054757640585,0.625850078975079
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.01627037723403587,0.03316895436127776,0.013663347677230896,0.8397683397683399,25.31790211477712,1.0,0.013123676277314388,6.033957610130824,0.9763884653030935,0.3819139596136963,0.8342712918100333,0.625850078975079
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03316895436127776,0.023431856016584478,0.01875176681219964,0.5653409090909091,24.127022148427976,1.0,0.017974556649385517,2.2467450109945246,0.9914376469593345,0.4954356846473028,0.5549116632699904,0.6828045028028271
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.023431856016584478,0.03316895436127776,0.01875176681219964,0.8002680965147452,24.127022148427976,1.0,0.017974556649385517,4.8406440271576265,0.981552288799179,0.4954356846473028,0.7934159185452045,0.6828045028028271
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03316895436127776,0.029305525018060746,0.023337626032603573,0.7035984848484849,24.009072842573648,1.0,0.022365592410746232,3.274930880450249,0.9912270434082516,0.5963081861958266,0.694650044075887,0.7499771631102017
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.029305525018060746,0.03316895436127776,0.023337626032603573,0.7963558413719185,24.009072842573644,1.0,0.022365592410746232,4.747649292531198,0.9872818930607491,0.5963081861958266,0.7893694461439774,0.7499771631102017
frozenset({'ALARM CLOCK BAKELIKE RED '}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",0.03593303389138424,0.013820397650532399,0.010679398184502309,0.2972027972027972,21.50464876033058,1.0,0.010182789367333321,1.4032207277211328,0.9890375464035678,0.2733118971061093,0.28735374254054386,0.534965034965035
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.013820397650532399,0.03593303389138424,0.010679398184502309,0.7727272727272728,21.50464876033058,1.0,0.010182789367333321,4.241894650877911,0.9668608278423005,0.2733118971061093,0.7642562858573024,0.534965034965035
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})",0.03269780444137325,0.015736407324810756,0.010679398184502309,0.3266090297790586,20.754993375400975,1.0,0.010164852215185854,1.4616524963978204,0.9839932420558821,0.2828618968386023,0.31584285425950626,0.5026258721749584
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.015736407324810756,0.03269780444137325,0.010679398184502309,0.6786427145708582,20.75499337540097,1.0,0.010164852215185854,3.0100521737569683,0.9670365037769001,0.2828618968386023,0.6677798449081833,0.5026258721749584
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED '})",0.0242485158777523,0.022049816251531237,0.010679398184502309,0.44041450777202074,19.97361350988294,1.0,0.010144722865025532,1.7476331987356897,0.9735408678198463,0.2998236331569665,0.42779754886583665,0.4623724960512525
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.022049816251531237,0.0242485158777523,0.010679398184502309,0.48433048433048437,19.97361350988294,1.0,0.010144722865025532,1.8922031542923146,0.971352081542429,0.2998236331569665,0.4715155200267063,0.4623724960512525
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.024751075792317116,0.027106825391839683,0.01316078776266608,0.5317258883248731,19.61594102734529,1.0,0.01248986467290355,2.0776146926591608,0.973106486313765,0.34009740259740256,0.5186787985600498,0.5086207657151596
frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.027106825391839683,0.024751075792317116,0.01316078776266608,0.4855156431054461,19.61594102734529,1.0,0.01248986467290355,1.8955851837640323,0.9754627524231965,0.34009740259740256,0.47245842151270856,0.5086207657151596
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03480227408361341,0.031347174670980305,0.02110751641172221,0.6064981949458483,19.347778589670316,1.0,0.02001656344707585,2.4616223175792515,0.982507992295164,0.46861924686192463,0.5937638390509087,0.6399224441663109
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.031347174670980305,0.03480227408361341,0.02110751641172221,0.6733466933867737,19.347778589670316,1.0,0.02001656344707585,2.9548077621612094,0.9790034727208435,0.46861924686192463,0.6615685078380265,0.6399224441663109
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.03593303389138424,0.03269780444137325,0.022049816251531237,0.6136363636363635,18.76689808750327,1.0,0.020874884936365516,2.5036056826223274,0.9820009629412424,0.4733648010788941,0.6005760783572835,0.6439939743253864
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03269780444137325,0.03593303389138424,0.022049816251531237,0.6743515850144092,18.76689808750327,1.0,0.020874884936365516,2.960453426899908,0.9787165721377957,0.4733648010788941,0.662213905845103,0.6439939743253864
frozenset({'RED  HARMONICA IN BOX '}),frozenset({'BLUE HARMONICA IN BOX '}),0.027766435279706004,0.02559914564814524,0.012846687816063072,0.4626696832579186,18.07363767592927,1.0,0.01213589079520808,1.813411274204294,0.9716500535514963,0.3170542635658915,0.4485531141087729,0.4822550870277323
frozenset({'BLUE HARMONICA IN BOX '}),frozenset({'RED  HARMONICA IN BOX '}),0.02559914564814524,0.027766435279706004,0.012846687816063072,0.501840490797546,18.073637675929266,1.0,0.01213589079520808,1.9516511212981271,0.9694888823280079,0.3170542635658915,0.4876133397577447,0.4822550870277323
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.0242485158777523,0.03593303389138424,0.015736407324810756,0.6489637305699483,18.060365638247763,1.0,0.014865084581959714,2.746345748471777,0.9681052509498949,0.3540636042402827,0.6358797866013568,0.5434503967535056
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.03593303389138424,0.0242485158777523,0.015736407324810756,0.4379370629370629,18.060365638247763,1.0,0.014865084581959714,1.7360181925907485,0.9798387130863221,0.3540636042402827,0.42396917021494523,0.5434503967535056
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",0.0345824041209913,0.016647297169959482,0.010271068253918396,0.2970027247956403,17.840897640224153,1.0,0.009695364695664623,1.3988001625528097,0.977762382455621,0.25076687116564417,0.2851015986622417,0.4569919284355559
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.016647297169959482,0.0345824041209913,0.010271068253918396,0.6169811320754716,17.84089764022415,1.0,0.009695364695664623,2.5205484030338643,0.9599292358627771,0.25076687116564417,0.6032609416282791,0.4569919284355559
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.028488865156892924,0.03323177435059836,0.016521657191318276,0.5799338478500551,17.451185173915125,1.0,0.015574921652919786,2.3014666159160293,0.9703412218685883,0.36553161917998606,0.5654944577147472,0.538549154548846
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.03323177435059836,0.028488865156892924,0.016521657191318276,0.49716446124763697,17.451185173915125,1.0,0.015574921652919786,1.932065377187983,0.9751016599758092,0.36553161917998606,0.4824191707966705,0.538549154548846
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.0242485158777523,0.03269780444137325,0.013820397650532399,0.5699481865284974,17.430778496165008,1.0,0.01302752442036812,2.249268960756807,0.9660556311546171,0.3204661325564457,0.5554111058094484,0.49630934782716896
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.03269780444137325,0.0242485158777523,0.013820397650532399,0.4226705091258405,17.430778496165004,1.0,0.01302752442036812,1.6901119716659896,0.974494031102032,0.3204661325564457,0.40832322546400723,0.49630934782716896
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.019034456764142352,0.0345824041209913,0.011433238056349531,0.6006600660066006,17.368950519030104,1.0,0.010774980780308424,2.4175333186061123,0.9607126407581085,0.27103499627699185,0.5863552356016444,0.4656343018498035
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.0345824041209913,0.019034456764142352,0.011433238056349531,0.3306085376930064,17.368950519030104,1.0,0.010774980780308424,1.4654587016318579,0.9761848153148257,0.27103499627699185,0.31761980130422485,0.4656343018498035
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03323177435059836,0.029493984986022553,0.016961397116562492,0.5103969754253308,17.305120880315503,1.0,0.015981259662807053,1.9822304322100157,0.974601369620701,0.37062457103637614,0.49551778453674206,0.5427384238149018
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.029493984986022553,0.03323177435059836,0.016961397116562492,0.5750798722044729,17.305120880315503,1.0,0.015981259662807053,2.275176350588442,0.9708478074812463,0.37062457103637614,0.560473631091777,0.5427384238149018
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.029493984986022553,0.028488865156892924,0.014417187549078116,0.4888178913738019,17.15820860823344,1.0,0.013576937387871895,1.9005186575368282,0.9703379917138278,0.330930064888248,0.4738278437655264,0.49744091922604095
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.028488865156892924,0.029493984986022553,0.014417187549078116,0.50606394707828,17.158208608233437,1.0,0.013576937387871895,1.9648414187894585,0.9693340856118285,0.330930064888248,0.49105307408671106,0.49744091922604095
frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),0.025567735653484937,0.029651034959324057,0.012721047837421867,0.4975429975429976,16.77995382709366,1.0,0.01196293801372963,1.9312079646530813,0.965079990433223,0.29933481152993346,0.4821893766476682,0.4632842106359055
frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),0.029651034959324057,0.025567735653484937,0.012721047837421867,0.4290254237288135,16.779953827093657,1.0,0.01196293801372963,1.7066123516569764,0.9691411175091404,0.29933481152993346,0.4140438518278128,0.4632842106359055
frozenset({'RED KITCHEN SCALES'}),frozenset({'IVORY KITCHEN SCALES'}),0.024531205829695008,0.033451644313220466,0.013631937682570594,0.5556978233034572,16.61197333381424,1.0,0.012811328510581236,2.1754301607820605,0.9634367202283017,0.30736543909348446,0.5403207981448124,0.4816047801963296
frozenset({'IVORY KITCHEN SCALES'}),frozenset({'RED KITCHEN SCALES'}),0.033451644313220466,0.024531205829695008,0.013631937682570594,0.4075117370892019,16.61197333381424,1.0,0.012811328510581236,1.646393448163827,0.9723284409011483,0.30736543909348446,0.3926117714357587,0.4816047801963296
frozenset({'LUNCH BAG PINK RETROSPOT'}),frozenset({'LUNCH BAG RED SPOTTY'}),0.022929296102019662,0.03326318434525866,0.012375537896158558,0.5397260273972603,16.225927794378258,1.0,0.011612836493010058,2.100350819726075,0.9603913396025084,0.28243727598566304,0.5238890614804917,0.4558875651622751
frozenset({'LUNCH BAG RED SPOTTY'}),frozenset({'LUNCH BAG PINK RETROSPOT'}),0.03326318434525866,0.022929296102019662,0.012375537896158558,0.3720491029272899,16.225927794378258,1.0,0.011612836493010058,1.555966729966859,0.9706573981745152,0.28243727598566304,0.35731273635825145,0.4558875651622751
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.025787605616107045,0.035838803907403335,0.01454282752771932,0.5639464068209501,15.735636944748983,1.0,0.013618630586802207,2.211107100536374,0.9612380093936049,0.30887258172114745,0.5477378731417314,0.48486540323519023
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.035838803907403335,0.025787605616107045,0.01454282752771932,0.40578439964943036,15.735636944748983,1.0,0.013618630586802207,1.6394931297817432,0.9712587340158995,0.30887258172114745,0.3900553885619975,0.48486540323519023
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.034550994126330996,0.02688695542921758,0.013914627634513302,0.40272727272727277,14.978537595581988,1.0,0.012985656595403482,1.6292608052174442,0.9666360444845886,0.29279576999339063,0.3862247242444783,0.460125318606627
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.02688695542921758,0.034550994126330996,0.013914627634513302,0.5175233644859812,14.978537595581987,1.0,0.012985656595403482,2.001027479486345,0.9590230173113455,0.29279576999339063,0.5002567379750849,0.460125318606627
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.03307472437729685,0.03147281464962151,0.01554794735684895,0.47008547008547014,14.936238633843425,1.0,0.014506992686934967,1.8277045271934567,0.9649646805896807,0.31730769230769224,0.452865610867881,0.4820487230666871
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.03147281464962151,0.03307472437729685,0.01554794735684895,0.49401197604790414,14.936238633843423,1.0,0.014506992686934967,1.9109647459052237,0.9633686631189469,0.31730769230769224,0.47670410867454277,0.4820487230666871
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0520777711467789,0.01448000753839872,0.011213368093727425,0.21531966224366708,14.870134678636939,1.0,0.010459281574939062,1.2559509204468369,0.9839954007382469,0.2026106696935301,0.20379054330863172,0.4948615664797511
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.01448000753839872,0.0520777711467789,0.011213368093727425,0.7744034707158352,14.870134678636939,1.0,0.010459281574939062,4.20184757212822,0.9464558005762223,0.2026106696935301,0.7620094535001174,0.4948615664797511
