Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Churn
12440.0,97,2,699.4,1,Champions,1
12441.0,1,1,155.55,1,Champions,0
12443.0,367,1,281.66,0,Lost Customers,1
12445.0,55,1,301.58000000000004,1,Champions,0
12449.0,73,1,61.199999999999996,1,Champions,0
12450.0,34,3,464.82,1,Champions,0
12451.0,98,3,3148.14,1,Champions,1
12455.0,80,4,2239.37,1,Champions,0
12457.0,70,1,334.1,1,Champions,0
12458.0,62,2,680.68,1,Champions,0
12459.0,240,1,343.35,0,Lost Customers,1
12460.0,91,1,236.95,1,Champions,1
12467.0,58,1,132.8,1,Champions,0
12468.0,161,3,1889.44,0,Lost Customers,1
12469.0,157,1,1021.3000000000001,0,Lost Customers,1
12470.0,324,1,183.25,0,Lost Customers,1
12471.0,9,43,13742.84,2,At Risk,0
12472.0,4,13,10007.74,2,At Risk,0
12474.0,13,11,4358.12,2,At Risk,0
12475.0,44,1,376.36,1,Champions,0
12476.0,32,6,5737.11,1,Champions,0
12477.0,34,3,5878.87,1,Champions,0
12480.0,34,3,1443.1200000000001,1,Champions,0
12481.0,0,5,3701.93,1,Champions,0
12482.0,235,13,1389.32,0,Lost Customers,1
12483.0,13,10,1719.6000000000001,1,Champions,0
12484.0,118,5,1285.2,1,Champions,1
12485.0,164,1,612.3000000000001,0,Lost Customers,1
12486.0,66,1,792.9000000000001,1,Champions,0
12487.0,365,1,76.5,0,Lost Customers,1
12490.0,13,10,3583.71,1,Champions,0
12492.0,38,1,350.15,1,Champions,0
12494.0,0,3,450.1,1,Champions,0
12495.0,275,1,277.4,0,Lost Customers,1
12496.0,255,2,45.34,0,Lost Customers,1
12497.0,35,2,1057.04,1,Champions,0
12499.0,195,1,337.56,0,Lost Customers,1
12500.0,70,7,1196.99,1,Champions,0
12504.0,52,2,129.0,1,Champions,0
12505.0,43,1,683.6,1,Champions,0
12507.0,219,1,409.85,0,Lost Customers,1
12510.0,94,5,2079.26,1,Champions,1
12511.0,63,1,2662.93,1,Champions,0
12514.0,276,1,580.08,0,Lost Customers,1
12516.0,65,2,969.6,1,Champions,0
12519.0,111,1,335.78,1,Champions,1
12523.0,9,12,2156.81,1,Champions,0
12524.0,23,6,2088.61,1,Champions,0
12525.0,133,3,814.08,1,Champions,1
12527.0,129,2,266.8,1,Champions,1
12529.0,163,1,296.58,0,Lost Customers,1
12530.0,50,5,1291.81,1,Champions,0
12531.0,321,1,1584.83,0,Lost Customers,1
12533.0,262,2,1116.79,0,Lost Customers,1
12537.0,43,1,602.99,1,Champions,0
12538.0,13,1,241.65,1,Champions,0
12539.0,85,3,4064.5,1,Champions,0
12540.0,13,15,5916.2300000000005,2,At Risk,0
12542.0,119,2,407.31,1,Champions,1
12543.0,83,1,656.8,1,Champions,0
12547.0,135,1,147.78,1,Champions,1
12549.0,210,5,944.72,0,Lost Customers,1
12553.0,20,2,667.07,1,Champions,0
12554.0,83,1,364.6,1,Champions,0
12557.0,67,1,491.34000000000003,1,Champions,0
12562.0,20,2,784.5,1,Champions,0
12563.0,43,1,221.24,1,Champions,0
12567.0,2,7,3110.94,1,Champions,0
12568.0,279,1,30.7,0,Lost Customers,1
12573.0,16,4,527.47,1,Champions,0
12575.0,92,2,556.0699999999999,1,Champions,1
12576.0,27,3,736.94,1,Champions,0
12577.0,16,5,900.76,1,Champions,0
12578.0,20,2,1235.14,1,Champions,0
12580.0,211,1,576.9,0,Lost Customers,1
12582.0,57,2,1171.79,1,Champions,0
12583.0,8,13,6033.04,2,At Risk,0
12586.0,9,3,1435.68,1,Champions,0
12588.0,34,2,451.08,1,Champions,0
12589.0,56,4,2292.73,1,Champions,0
12591.0,25,2,669.45,1,Champions,0
12592.0,154,2,918.84,0,Lost Customers,1
12594.0,13,5,1358.49,1,Champions,0
12595.0,139,1,220.8,0,Lost Customers,1
12598.0,98,3,1234.46,1,Champions,1
12599.0,16,6,1003.68,1,Champions,0
12600.0,6,12,2108.6600000000003,1,Champions,0
12601.0,39,1,60.3,1,Champions,0
12605.0,11,3,1117.0,1,Champions,0
12608.0,39,1,159.95,1,Champions,0
12609.0,9,6,1873.8600000000001,1,Champions,0
12613.0,23,5,2916.01,1,Champions,0
12615.0,48,4,2814.02,1,Champions,0
12616.0,23,1,342.0,1,Champions,0
12619.0,195,1,127.39,0,Lost Customers,1
12621.0,0,16,6259.34,2,At Risk,0
12623.0,51,6,2920.82,1,Champions,0
12625.0,144,2,2026.12,1,Champions,1
12629.0,20,2,651.62,1,Champions,0
12631.0,91,5,2642.07,1,Champions,1
12632.0,155,2,687.76,0,Lost Customers,1
12633.0,17,3,3006.73,1,Champions,0
12634.0,183,1,360.0,0,Lost Customers,1
12635.0,27,2,1075.43,1,Champions,0
12637.0,13,4,2110.05,1,Champions,0
12638.0,274,1,93.3,0,Lost Customers,1
12639.0,69,2,686.37,1,Champions,0
12644.0,65,3,1352.8700000000001,1,Champions,0
12645.0,44,4,1577.16,1,Champions,0
12647.0,2,23,7826.38,2,At Risk,0
12648.0,72,3,643.45,1,Champions,0
12649.0,17,4,1235.24,1,Champions,0
12651.0,13,3,263.75,1,Champions,0
12652.0,69,1,97.05000000000001,1,Champions,0
12653.0,161,1,1471.28,0,Lost Customers,1
12655.0,58,1,213.5,1,Champions,0
12656.0,60,3,1806.31,1,Champions,0
12661.0,71,1,162.0,1,Champions,0
12662.0,8,10,2755.4900000000002,1,Champions,0
12663.0,259,2,106.2,0,Lost Customers,1
12664.0,149,2,360.0,0,Lost Customers,1
12665.0,52,2,214.6,1,Champions,0
12666.0,29,1,1214.52,1,Champions,0
12668.0,13,5,6237.26,1,Champions,0
12670.0,20,2,533.0400000000001,1,Champions,0
12671.0,241,1,1726.3600000000001,0,Lost Customers,1
12672.0,230,1,171.20000000000002,0,Lost Customers,1
12673.0,36,1,525.7,1,Champions,0
12675.0,213,1,706.35,0,Lost Customers,1
12676.0,43,4,1030.98,1,Champions,0
12677.0,190,2,359.1,0,Lost Customers,1
12678.0,10,6,3031.84,1,Champions,0
12681.0,2,23,14149.14,2,At Risk,0
12682.0,0,22,9742.28,2,At Risk,0
12683.0,0,8,3553.61,1,Champions,0
12686.0,6,1,71.14,1,Champions,0
12687.0,115,1,1775.99,1,Champions,1
12691.0,55,1,116.6,1,Champions,0
12692.0,272,1,110.95,0,Lost Customers,1
12693.0,31,3,654.95,1,Champions,0
12694.0,56,1,829.43,1,Champions,0
12695.0,163,3,743.07,0,Lost Customers,1
12696.0,69,2,724.95,1,Champions,0
12698.0,225,1,218.45,0,Lost Customers,1
12699.0,52,1,512.7,1,Champions,0
12701.0,164,4,1482.38,0,Lost Customers,1
12703.0,268,3,605.78,0,Lost Customers,1
12705.0,18,5,4678.31,1,Champions,0
12708.0,3,9,2125.92,1,Champions,0
12709.0,1,16,9999.72,2,At Risk,0
12711.0,246,2,1107.45,0,Lost Customers,1
12712.0,0,10,2310.4700000000003,1,Champions,0
12714.0,23,7,7872.8,2,At Risk,0
12717.0,225,1,227.93,0,Lost Customers,1
12720.0,4,5,2035.7,1,Champions,0
12721.0,20,2,1113.75,1,Champions,0
12724.0,18,3,1002.0,1,Champions,0
12725.0,6,3,1534.0,1,Champions,0
12726.0,22,4,814.86,1,Champions,0
12727.0,77,3,1383.8300000000002,1,Champions,0
12728.0,18,1,186.89000000000001,1,Champions,0
12730.0,156,1,684.3000000000001,0,Lost Customers,1
12731.0,77,4,3523.6,1,Champions,0
12733.0,24,3,1620.67,1,Champions,0
12734.0,9,2,260.75,1,Champions,0
12738.0,7,1,127.4,1,Champions,0
12739.0,29,1,716.05,1,Champions,0
12741.0,168,1,236.07,0,Lost Customers,1
12742.0,260,1,1080.56,0,Lost Customers,1
12744.0,94,4,2830.58,1,Champions,1
12745.0,121,2,538.13,1,Champions,1
12746.0,175,1,254.55,0,Lost Customers,1
12747.0,4,16,3868.18,2,At Risk,0
12748.0,0,130,14597.96,3,Loyal Customers,0
12749.0,34,4,1923.78,1,Champions,0
12751.0,79,1,263.02,1,Champions,0
12755.0,20,9,867.3000000000001,1,Champions,0
12758.0,94,5,5426.03,1,Champions,1
12759.0,21,5,3018.92,1,Champions,0
12760.0,90,1,317.8,1,Champions,0
12761.0,99,1,559.95,1,Champions,1
12763.0,4,1,320.08,1,Champions,0
12765.0,107,6,1121.3799999999999,1,Champions,1
12766.0,1,3,2303.7000000000003,1,Champions,0
12767.0,10,1,825.98,1,Champions,0
12768.0,85,1,150.45000000000002,1,Champions,0
12770.0,91,1,628.2,1,Champions,1
12771.0,120,1,186.5,1,Champions,1
12773.0,199,1,30.29,0,Lost Customers,1
12774.0,170,1,83.7,0,Lost Customers,1
12775.0,23,2,262.52,1,Champions,0
12776.0,302,1,27.5,0,Lost Customers,1
12777.0,92,1,386.1,1,Champions,1
12778.0,31,3,740.32,1,Champions,0
12779.0,6,7,2661.0099999999998,1,Champions,0
12780.0,233,1,242.28,0,Lost Customers,1
12782.0,9,6,1858.6200000000001,1,Champions,0
12784.0,164,1,943.1800000000001,0,Lost Customers,1
12785.0,170,2,510.45,0,Lost Customers,1
12786.0,244,1,548.5,0,Lost Customers,1
12787.0,48,1,380.52,1,Champions,0
12788.0,98,4,384.9,1,Champions,1
12789.0,147,2,148.5,0,Lost Customers,1
12790.0,45,1,158.33,1,Champions,0
12791.0,235,3,378.42999999999995,0,Lost Customers,1
12792.0,169,1,337.82,0,Lost Customers,1
12793.0,6,2,387.85,1,Champions,0
12796.0,263,1,351.0,0,Lost Customers,1
12797.0,0,2,435.43,1,Champions,0
12798.0,56,1,43.49,1,Champions,0
12799.0,164,1,202.4,0,Lost Customers,1
12800.0,105,2,500.25,1,Champions,1
12801.0,135,1,739.75,1,Champions,1
12802.0,79,4,1588.91,1,Champions,0
12803.0,28,1,897.81,1,Champions,0
12804.0,100,2,287.57,1,Champions,1
12805.0,16,4,1230.95,1,Champions,0
12806.0,207,2,1187.56,0,Lost Customers,1
12807.0,18,1,193.6,1,Champions,0
12808.0,3,3,394.45,1,Champions,0
12809.0,200,2,804.83,0,Lost Customers,1
12810.0,169,2,470.43,0,Lost Customers,1
12811.0,13,2,435.05,1,Champions,0
12813.0,136,3,1028.0,1,Champions,1
12817.0,34,2,444.94,1,Champions,0
12819.0,93,1,369.28000000000003,1,Champions,1
12820.0,32,7,1505.19,1,Champions,0
12821.0,246,1,128.07999999999998,0,Lost Customers,1
12823.0,161,4,762.0,0,Lost Customers,1
12825.0,156,2,260.28,0,Lost Customers,1
12826.0,0,6,1386.08,1,Champions,0
12829.0,185,1,25.8,0,Lost Customers,1
12831.0,98,2,190.4,1,Champions,1
12835.0,62,41,5639.12,2,At Risk,0
12836.0,24,11,2764.12,1,Champions,0
12837.0,204,1,386.51,0,Lost Customers,1
12838.0,8,9,2078.79,1,Champions,0
12839.0,2,12,4189.73,2,At Risk,0
12840.0,72,3,1028.54,1,Champions,0
12841.0,4,17,3328.86,2,At Risk,0
12842.0,39,2,391.0,1,Champions,0
12843.0,17,18,2176.98,2,At Risk,0
12844.0,77,2,280.84000000000003,1,Champions,0
12847.0,22,1,623.66,1,Champions,0
12848.0,310,1,154.3,0,Lost Customers,1
12849.0,16,4,1743.78,1,Champions,0
12851.0,112,1,110.7,1,Champions,1
12853.0,62,5,1319.2,1,Champions,0
12854.0,196,4,1480.32,0,Lost Customers,1
12855.0,7,4,386.04,1,Champions,0
12857.0,71,4,1712.55,1,Champions,0
12858.0,18,1,127.32,1,Champions,0
12859.0,93,1,521.4,1,Champions,1
12860.0,328,1,41.47,0,Lost Customers,1
12861.0,254,1,55.49999999999999,0,Lost Customers,1
12862.0,60,2,844.27,1,Champions,0
12863.0,14,5,1166.05,1,Champions,0
12864.0,143,1,0.95,0,Lost Customers,1
12865.0,13,2,1579.58,1,Champions,0
12866.0,109,2,586.93,1,Champions,1
12867.0,32,6,3736.73,1,Champions,0
12868.0,8,3,640.0,1,Champions,0
12869.0,316,1,312.17,0,Lost Customers,1
12870.0,10,3,1323.14,1,Champions,0
12871.0,74,1,114.19999999999999,1,Champions,0
12872.0,0,11,2870.65,1,Champions,0
12873.0,32,2,1417.3,1,Champions,0
12874.0,20,2,746.54,1,Champions,0
12876.0,29,2,1542.56,1,Champions,0
12877.0,36,8,1361.43,1,Champions,0
12880.0,16,2,613.73,1,Champions,0
12887.0,18,1,194.70000000000002,1,Champions,0
12889.0,16,4,344.06,1,Champions,0
12890.0,22,1,312.35,1,Champions,0
12892.0,31,1,246.47000000000003,1,Champions,0
12894.0,210,1,111.9,0,Lost Customers,1
12897.0,16,2,239.75,1,Champions,0
12898.0,294,1,143.57,0,Lost Customers,1
12899.0,48,1,243.85,1,Champions,0
12900.0,57,1,302.08,1,Champions,0
12903.0,63,1,833.53,1,Champions,0
12905.0,211,2,755.14,0,Lost Customers,1
12907.0,30,2,403.71000000000004,1,Champions,0
12909.0,59,3,799.16,1,Champions,0
12910.0,14,5,2203.6,1,Champions,0
12911.0,186,1,1366.49,0,Lost Customers,1
12913.0,3,6,1103.5,1,Champions,0
12914.0,35,1,81.06,1,Champions,0
12915.0,7,3,620.55,1,Champions,0
12916.0,77,3,1192.3,1,Champions,0
12917.0,35,4,820.2,1,Champions,0
12920.0,206,3,317.56,0,Lost Customers,1
12921.0,1,39,16485.2,2,At Risk,0
12923.0,25,2,466.95,1,Champions,0
12924.0,28,8,731.82,1,Champions,0
12925.0,227,1,25.2,0,Lost Customers,1
12926.0,46,4,1443.93,1,Champions,0
12927.0,29,1,180.35999999999999,1,Champions,0
12928.0,13,7,2105.15,1,Champions,0
12931.0,184,12,2064.24,0,Lost Customers,1
12932.0,174,8,1309.28,0,Lost Customers,1
12933.0,15,5,879.88,1,Champions,0
12934.0,371,1,101.7,0,Lost Customers,1
12935.0,10,8,1895.1100000000001,1,Champions,0
12937.0,98,5,1476.77,1,Champions,1
12939.0,24,2,162.72,1,Champions,0
12941.0,359,1,295.65,0,Lost Customers,1
12942.0,0,1,207.75,1,Champions,0
12943.0,193,2,224.5,0,Lost Customers,1
12945.0,291,1,437.16,0,Lost Customers,1
12946.0,71,1,293.8,1,Champions,0
12947.0,8,1,264.24,1,Champions,0
12948.0,365,2,216.0,0,Lost Customers,1
12949.0,17,14,10507.78,2,At Risk,0
12951.0,21,9,2121.75,1,Champions,0
12953.0,157,1,433.66,0,Lost Customers,1
12954.0,273,1,136.95,0,Lost Customers,1
12956.0,319,3,399.90000000000003,0,Lost Customers,1
12957.0,176,5,4255.150000000001,0,Lost Customers,1
12958.0,35,2,378.94,1,Champions,0
12959.0,119,1,94.2,1,Champions,1
12960.0,48,4,1190.07,1,Champions,0
12961.0,14,1,198.07,1,Champions,0
12963.0,0,5,1646.37,1,Champions,0
12964.0,72,1,132.24,1,Champions,0
12967.0,6,2,1556.22,1,Champions,0
12969.0,237,1,109.7,0,Lost Customers,1
12970.0,15,6,902.88,1,Champions,0
12971.0,1,30,2982.3300000000004,2,At Risk,0
12972.0,48,4,937.4000000000001,1,Champions,0
12973.0,48,1,70.05000000000001,1,Champions,0
12974.0,200,1,264.15,0,Lost Customers,1
12975.0,71,6,1710.77,1,Champions,0
12976.0,13,7,2132.3,1,Champions,0
12977.0,136,3,310.99,1,Champions,1
12978.0,20,5,2418.05,1,Champions,0
12979.0,364,1,374.19,0,Lost Customers,1
12980.0,50,6,1197.3600000000001,1,Champions,0
12982.0,29,7,2141.38,1,Champions,0
12983.0,233,1,345.48,0,Lost Customers,1
12986.0,63,10,1808.17,1,Champions,0
12987.0,55,3,547.46,1,Champions,0
12989.0,132,8,1108.2,1,Champions,1
12990.0,52,4,546.0,1,Champions,0
12991.0,24,1,161.2,1,Champions,0
12992.0,360,1,93.35000000000001,0,Lost Customers,1
12993.0,80,4,768.75,1,Champions,0
12996.0,10,1,246.95000000000002,1,Champions,0
12997.0,29,4,858.36,1,Champions,0
12998.0,127,3,702.34,1,Champions,1
13000.0,360,1,465.8,0,Lost Customers,1
13001.0,39,20,11032.45,2,At Risk,0
13002.0,51,2,293.18,1,Champions,0
13004.0,21,18,5534.08,2,At Risk,0
13005.0,66,2,353.83,1,Champions,0
13007.0,214,1,116.1,0,Lost Customers,1
13008.0,32,2,331.66,1,Champions,0
13009.0,307,1,234.0,0,Lost Customers,1
13010.0,9,2,288.12,1,Champions,0
13011.0,7,1,50.550000000000004,1,Champions,0
13012.0,64,3,1209.98,1,Champions,0
13013.0,6,16,6738.76,2,At Risk,0
13014.0,67,1,1695.34,1,Champions,0
13015.0,73,6,2287.77,1,Champions,0
13018.0,48,7,2061.42,1,Champions,0
13019.0,14,6,1204.45,1,Champions,0
13020.0,197,2,618.96,0,Lost Customers,1
13021.0,9,8,2033.98,1,Champions,0
13022.0,64,1,50.3,1,Champions,0
13023.0,163,1,410.66,0,Lost Customers,1
13024.0,105,2,468.02,1,Champions,1
13025.0,366,1,233.39,0,Lost Customers,1
13026.0,123,4,656.8000000000001,1,Champions,1
13029.0,9,2,81.0,1,Champions,0
13030.0,3,1,308.63,1,Champions,0
13031.0,42,5,2958.84,1,Champions,0
13032.0,27,7,1454.28,1,Champions,0
13033.0,64,1,30.0,1,Champions,0
13034.0,4,2,279.91,1,Champions,0
13035.0,66,1,300.0,1,Champions,0
13036.0,319,1,49.0,0,Lost Customers,1
13037.0,34,9,2809.79,1,Champions,0
13039.0,219,4,800.73,0,Lost Customers,1
13041.0,85,4,799.13,1,Champions,0
13042.0,233,3,1340.15,0,Lost Customers,1
13044.0,127,10,3442.15,1,Champions,1
13045.0,36,2,493.69,1,Champions,0
13046.0,91,1,319.94,1,Champions,1
13047.0,8,16,4329.82,2,At Risk,0
13048.0,71,5,2122.76,1,Champions,0
13049.0,24,2,362.76,1,Champions,0
13050.0,1,18,5630.14,2,At Risk,0
13051.0,213,1,80.8,0,Lost Customers,1
13052.0,55,6,2529.28,1,Champions,0
13053.0,256,1,127.65,0,Lost Customers,1
13055.0,64,1,1018.53,1,Champions,0
13056.0,186,1,148.82999999999998,0,Lost Customers,1
13057.0,165,3,434.94,0,Lost Customers,1
13059.0,48,9,1747.17,1,Champions,0
13063.0,115,1,188.4,1,Champions,1
13064.0,185,2,398.0,0,Lost Customers,1
13065.0,8,5,965.25,1,Champions,0
13067.0,44,2,363.2,1,Champions,0
13069.0,4,15,3414.48,2,At Risk,0
13070.0,94,3,522.9,1,Champions,1
13071.0,247,1,78.22,0,Lost Customers,1
13073.0,46,2,347.33,1,Champions,0
13074.0,146,3,481.5,0,Lost Customers,1
13076.0,92,1,135.4,1,Champions,1
13077.0,1,8,2162.19,1,Champions,0
13078.0,1,32,12998.75,2,At Risk,0
13079.0,52,1,199.08,1,Champions,0
13080.0,36,3,202.75,1,Champions,0
13081.0,6,18,24198.71,2,At Risk,0
13082.0,59,8,1039.56,1,Champions,0
13083.0,60,1,10.08,1,Champions,0
13085.0,314,6,1916.4,0,Lost Customers,1
13086.0,17,1,429.38,1,Champions,0
13087.0,361,1,228.44,0,Lost Customers,1
13088.0,52,1,197.86,1,Champions,0
13089.0,3,90,38999.57,3,Loyal Customers,0
13090.0,0,9,2300.07,1,Champions,0
13091.0,364,1,469.46000000000004,0,Lost Customers,1
13092.0,49,7,1191.0,1,Champions,0
13093.0,8,46,26221.579999999998,2,At Risk,0
13094.0,24,1,145.8,1,Champions,0
13097.0,23,17,6317.62,2,At Risk,0
13101.0,133,3,537.51,1,Champions,1
13102.0,0,14,4478.56,2,At Risk,0
13103.0,72,2,465.70000000000005,1,Champions,0
13104.0,50,3,289.98,1,Champions,0
13106.0,48,1,172.4,1,Champions,0
13107.0,48,5,2152.21,1,Champions,0
13108.0,7,2,619.6999999999999,1,Champions,0
13109.0,186,1,311.91,0,Lost Customers,1
13110.0,72,5,1204.25,1,Champions,0
13111.0,353,1,311.8,0,Lost Customers,1
13112.0,176,1,20.6,0,Lost Customers,1
13113.0,1,14,3566.83,2,At Risk,0
13114.0,365,1,195.73000000000002,0,Lost Customers,1
13115.0,14,6,3027.43,1,Champions,0
13117.0,0,12,1556.94,1,Champions,0
13118.0,11,4,985.07,1,Champions,0
13119.0,303,1,134.9,0,Lost Customers,1
13123.0,107,2,457.0,1,Champions,1
13124.0,20,1,783.74,1,Champions,0
13125.0,158,1,113.17,0,Lost Customers,1
13126.0,1,7,1768.98,1,Champions,0
13128.0,266,1,263.5,0,Lost Customers,1
13129.0,87,2,201.75,1,Champions,0
13131.0,53,4,1699.3700000000001,1,Champions,0
13133.0,94,1,65.15,1,Champions,1
13134.0,37,2,541.85,1,Champions,0
13135.0,126,1,231.0,1,Champions,1
13136.0,10,8,3526.05,1,Champions,0
13137.0,21,8,3673.57,1,Champions,0
13138.0,7,2,492.1,1,Champions,0
13139.0,72,1,2255.66,1,Champions,0
13140.0,1,3,655.41,1,Champions,0
13141.0,20,12,4848.64,2,At Risk,0
13143.0,219,1,402.58,0,Lost Customers,1
13144.0,66,1,24.4,1,Champions,0
13145.0,151,2,204.0,0,Lost Customers,1
13148.0,24,14,4175.47,2,At Risk,0
13150.0,119,3,49.550000000000004,1,Champions,1
13151.0,260,2,977.2900000000001,0,Lost Customers,1
13152.0,52,7,1956.68,1,Champions,0
13154.0,34,3,1362.75,1,Champions,0
13155.0,3,3,755.72,1,Champions,0
13156.0,20,3,1433.75,1,Champions,0
13157.0,44,5,3281.5,1,Champions,0
13158.0,23,1,307.12,1,Champions,0
13161.0,135,1,313.98,1,Champions,1
13162.0,15,11,5366.42,2,At Risk,0
13163.0,245,1,17.65,0,Lost Customers,1
13164.0,204,2,127.4,0,Lost Customers,1
13165.0,48,1,51.36,1,Champions,0
13166.0,49,1,341.90999999999997,1,Champions,0
13167.0,25,1,318.7,1,Champions,0
13168.0,177,1,481.44,0,Lost Customers,1
13169.0,197,1,107.30000000000001,0,Lost Customers,1
13173.0,2,10,1859.71,1,Champions,0
13174.0,4,9,5977.89,2,At Risk,0
13175.0,217,2,669.15,0,Lost Customers,1
13177.0,65,1,229.75,1,Champions,0
13178.0,32,10,8118.59,2,At Risk,0
13179.0,253,1,572.3100000000001,0,Lost Customers,1
13180.0,242,1,86.10000000000001,0,Lost Customers,1
13181.0,16,1,359.69,1,Champions,0
13183.0,29,6,603.4,1,Champions,0
13187.0,259,3,72.7,0,Lost Customers,1
13190.0,179,3,274.5,0,Lost Customers,1
13191.0,293,1,163.27,0,Lost Customers,1
13192.0,170,4,1495.49,0,Lost Customers,1
13194.0,56,1,289.2,1,Champions,0
13195.0,49,1,126.78,1,Champions,0
13196.0,78,3,1056.41,1,Champions,0
13197.0,244,1,293.11,0,Lost Customers,1
13198.0,22,2,1421.36,1,Champions,0
13199.0,1,23,2571.3,2,At Risk,0
13201.0,137,4,1197.61,1,Champions,1
13202.0,29,7,1353.15,1,Champions,0
13203.0,21,6,1631.67,1,Champions,0
13204.0,366,1,878.76,0,Lost Customers,1
13206.0,35,13,7087.86,2,At Risk,0
13207.0,86,2,285.6,1,Champions,0
13208.0,84,3,609.23,1,Champions,0
13209.0,149,5,1048.6000000000001,0,Lost Customers,1
13211.0,32,6,799.64,1,Champions,0
13213.0,18,6,1675.25,1,Champions,0
13214.0,52,7,3058.71,1,Champions,0
13219.0,253,1,76.23,0,Lost Customers,1
13220.0,210,1,484.15,0,Lost Customers,1
13222.0,212,1,88.5,0,Lost Customers,1
13223.0,207,2,60.0,0,Lost Customers,1
13225.0,56,8,3705.5,1,Champions,0
13226.0,28,1,204.25,1,Champions,0
13230.0,0,17,2760.08,2,At Risk,0
13233.0,55,2,445.57,1,Champions,0
13234.0,307,2,322.36,0,Lost Customers,1
13237.0,22,1,623.1,1,Champions,0
13238.0,65,2,305.9,1,Champions,0
13239.0,72,4,947.14,1,Champions,0
13240.0,0,5,1008.37,1,Champions,0
13241.0,46,1,111.39,1,Champions,0
13242.0,86,4,429.0,1,Champions,0
13243.0,84,4,513.25,1,Champions,0
13245.0,67,1,538.8199999999999,1,Champions,0
13246.0,28,5,1283.78,1,Champions,0
13249.0,280,2,116.0,0,Lost Customers,1
13250.0,95,2,253.09,1,Champions,1
13251.0,37,1,252.26,1,Champions,0
13252.0,29,2,267.55,1,Champions,0
13253.0,65,2,1155.55,1,Champions,0
13254.0,11,1,44.45,1,Champions,0
13255.0,8,2,151.8,1,Champions,0
13257.0,71,1,81.95,1,Champions,0
13258.0,14,2,336.59999999999997,1,Champions,0
13259.0,32,8,918.85,1,Champions,0
13262.0,24,2,289.51,1,Champions,0
13263.0,28,4,1081.6200000000001,1,Champions,0
13264.0,77,1,672.96,1,Champions,0
13266.0,48,7,1903.36,1,Champions,0
13267.0,1,18,4695.66,2,At Risk,0
13269.0,4,13,2761.23,1,Champions,0
13274.0,44,1,289.75,1,Champions,0
13275.0,18,2,216.95000000000002,1,Champions,0
